Finance Year,Award Date,Fund,Programme Type,Recipient Org:Name,Title,Identifier,Amount Awarded,Scheme,Currency,Funding Org:Identifier,Funding Org:Name,Data source,Date modified
2014-2015,2015-03-31,Lottery,Annual Funding Programme,PLACE,Lottery grant to PLACE (2014-2015),GB-ACNI-d4e43e8c2177d644dd09182f6e02c851,94375,,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Lottery,Annual Funding Programme,Play Resource Warehouse,Lottery grant to Play Resource Warehouse (2014-2015),GB-ACNI-6b150ad322d123a14026525f260d370b,107137,,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Lottery,Annual Funding Programme,POBAL,Lottery grant to POBAL (2014-2015),GB-ACNI-c94164e622dada4e93ec7729f1cf2c2a,25905,,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Lottery,Annual Funding Programme,Poetry Ireland,Lottery grant to Poetry Ireland (2014-2015),GB-ACNI-95a4eb01dd938e96771458cc0d7ea590,41499,,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Exchequer,Annual Funding Programme,Prime Cut Productions Ltd,Exchequer grant to Prime Cut Productions Ltd (2014-2015),GB-ACNI-b0b84d16b3cd9c093b015107a9f62fbb,155249,,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Lottery,Annual Funding Programme,Prison Arts Foundation,Lottery grant to Prison Arts Foundation (2014-2015),GB-ACNI-527de2f06f16624c44686879c34f835d,48500,,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Exchequer,Annual Funding Programme,QSS @ Bedford Street,Exchequer grant to QSS @ Bedford Street (2014-2015),GB-ACNI-d490ca4936411bef9063fd07d92a5482,31606,,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Exchequer,Annual Funding Programme,Replay Theatre Company,Exchequer grant to Replay Theatre Company (2014-2015),GB-ACNI-8e9e18d8df7116e13e6c904df237aa0b,148791,,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Lottery,Annual Funding Programme,Seacourt Print Workshop Limited,Lottery grant to Seacourt Print Workshop Limited (2014-2015),GB-ACNI-e3c87bcb0d4c7192c0697acdf5216b6e,51486,,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Lottery,Annual Funding Programme,Sole Purpose Productions,Lottery grant to Sole Purpose Productions (2014-2015),GB-ACNI-c830e0475dac7c41cdd74303cdb4441e,34498,,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Lottery,Annual Funding Programme,Spanner in the Works,Lottery grant to Spanner in the Works (2014-2015),GB-ACNI-8755627a2a5b9c809e091a3e0226fd61,35798,,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Lottery,Annual Funding Programme,Sticky Fingers Arts,Lottery grant to Sticky Fingers Arts (2014-2015),GB-ACNI-dc69757883e293315371a9d090e2a54d,107172,,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Lottery,Annual Funding Programme,Streetwise Community Circus Workshops,Lottery grant to Streetwise Community Circus Workshops (2014-2015),GB-ACNI-e9dd160fcfe420a39534abec58640fd5,75205,,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Lottery,Annual Funding Programme,Terra Nova Productions,Lottery grant to Terra Nova Productions (2014-2015),GB-ACNI-fd8f0453d29e0853c156e96013fcbd97,20633,,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Lottery,Annual Funding Programme,The Black Box Trust,Lottery grant to The Black Box Trust (2014-2015),GB-ACNI-7002b75ebe27fb6d54101f3299b5c6e2,25000,,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Lottery,Annual Funding Programme,The Contemporary Music Centre Ltd,Lottery grant to The Contemporary Music Centre Ltd (2014-2015),GB-ACNI-470c85f7184ae44a237a5e5ea1dedbf6,23557,,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Exchequer,Annual Funding Programme,The Grand Opera House Trust,Exchequer grant to The Grand Opera House Trust (2014-2015),GB-ACNI-82dbc7adbb9f0efa00bb4373e50625f5,594610,,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Lottery,Annual Funding Programme,The John Hewitt Society,Lottery grant to The John Hewitt Society (2014-2015),GB-ACNI-80b3bcac77bac53c67df48f5a4302180,30754,,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Exchequer,Annual Funding Programme,The Lyric Theatre (NI),Exchequer grant to The Lyric Theatre (NI) (2014-2015),GB-ACNI-5df5fd164de4bda4287dd10c1f09dc9a,1018500,,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Exchequer,Annual Funding Programme,The MAC,Exchequer grant to The MAC (2014-2015),GB-ACNI-a4ad7f63337f94f1d56f5cc727087647,1000000,,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Exchequer,Annual Funding Programme,The Nerve Centre,Exchequer grant to The Nerve Centre (2014-2015),GB-ACNI-a78c7cfc9f529d676870ff6e03b8674c,154255,,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Lottery,Annual Funding Programme,The Royal Scottish Pipe Band Association,Lottery grant to The Royal Scottish Pipe Band Association (2014-2015),GB-ACNI-9c19e0b3057ce5d67254c8a967467729,35890,,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Lottery,Annual Funding Programme,The Sculptors Society of Ireland T/A Visual Artists Ireland,Lottery grant to The Sculptors Society of Ireland T/A Visual Artists Ireland (2014-2015),GB-ACNI-b3cf58fb91994fd8a073e61be5531a02,66660,,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Exchequer,Annual Funding Programme,The Void Art Centre,Exchequer grant to The Void Art Centre (2014-2015),GB-ACNI-f19c62446555fb8147fd5eee42abbaef,142768,,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Exchequer,Annual Funding Programme,Tinderbox Theatre Company,Exchequer grant to Tinderbox Theatre Company (2014-2015),GB-ACNI-f0f34dfe49d033a9cabfe92a2e101a2d,213400,,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Lottery,Annual Funding Programme,Tyrone Guthrie Centre at Annaghmakerrig,Lottery grant to Tyrone Guthrie Centre at Annaghmakerrig (2014-2015),GB-ACNI-932dc31a15fa68934cd330f44adb3690,81674,,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Lottery,Annual Funding Programme,Ulster Association of Youth Drama,Lottery grant to Ulster Association of Youth Drama (2014-2015),GB-ACNI-19e9678135f611a385279ae6788b57d3,33600,,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Exchequer,Annual Funding Programme,Ulster Orchestra Society Ltd,Exchequer grant to Ulster Orchestra Society Ltd (2014-2015),GB-ACNI-c11dade058b9568073fdbed96dc933d4,1879568,,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Lottery,Annual Funding Programme,Ulster Youth Choir,Lottery grant to Ulster Youth Choir (2014-2015),GB-ACNI-397cf4605103c888fd37defdff18cb06,44632,,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Lottery,Annual Funding Programme,Ulster Youth Orchestra,Lottery grant to Ulster Youth Orchestra (2014-2015),GB-ACNI-ed33d00f8bb9c3fa364f542a8cce58ea,35206,,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Lottery,Annual Funding Programme,Ulster-Scots Community Network,Lottery grant to Ulster-Scots Community Network (2014-2015),GB-ACNI-38fa39cd194bdfa02a0b0dca09544cdf,25000,,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Exchequer,Annual Funding Programme,Verbal Arts Centre,Exchequer grant to Verbal Arts Centre (2014-2015),GB-ACNI-82c86cbac13237a91c0f4af96b737265,255496,,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Lottery,Annual Funding Programme,Voluntary Arts Network (for Voluntary Arts Ireland),Lottery grant to Voluntary Arts Network (for Voluntary Arts Ireland) (2014-2015),GB-ACNI-8e50173e8bd14c8d3bbc3313d8eba034,95632,,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Lottery,Annual Funding Programme,Walled City Music Trust,Lottery grant to Walled City Music Trust (2014-2015),GB-ACNI-5b67f376904a6365d3446359dd7a63dc,115000,,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Exchequer,Annual Funding Programme,Waterside Theatre Company Ltd,Exchequer grant to Waterside Theatre Company Ltd (2014-2015),GB-ACNI-ab9a84855d8a6ee2454a23f47d390b40,130930,,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Lottery,Annual Funding Programme,Wheelworks,Lottery grant to Wheelworks (2014-2015),GB-ACNI-a54995aaadfaa4f63166b7c48cc4f8f7,82450,,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Exchequer,Annual Funding Programme,Young at Art,Exchequer grant to Young at Art (2014-2015),GB-ACNI-f9ff67f448ac15645ac8e6cc7f2f6e1a,167416,,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Lottery,Annual Funding Programme,Youth Action Northern Ireland,Lottery grant to Youth Action Northern Ireland (2014-2015),GB-ACNI-1fe98837c69996e6440d7d3a98705879,60009,,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Other,Arts and Older People,Arts and Disability Forum,Other grant to Arts and Disability Forum (2014-2015),GB-ACNI-d8a05d2d43238a7bb34d2a65fa9f03b7,15400,,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Other,Arts and Older People,Banbridge District Council,Other grant to Banbridge District Council (2014-2015),GB-ACNI-722b670ae3ebd7f35f2aa4b0fa894c34,19000,,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Lottery,Arts and Older People,Big Telly Theatre Company,Lottery grant to Big Telly Theatre Company (2014-2015),GB-ACNI-33678363b8982ceff0b2a2c38ee424db,10000,,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Lottery,Arts and Older People,Craigavon Borough Council,Lottery grant to Craigavon Borough Council (2014-2015),GB-ACNI-3f27c4900da8b96ff83f5a1e86ebb39e,15200,,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Lottery,Arts and Older People,DU Dance,Lottery grant to DU Dance (2014-2015),GB-ACNI-3493f501f311b85ec4cc284735c93b52,20000,,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Lottery,Arts and Older People,New Belfast Community Arts Initiative T/A Community Arts Partnership,Lottery grant to New Belfast Community Arts Initiative T/A Community Arts Partnership (2014-2015),GB-ACNI-6ae6c51d356dc5a7379cef386109f536,20000,,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Lottery,Arts and Older People,Northern Ireland Hospice,Lottery grant to Northern Ireland Hospice (2014-2015),GB-ACNI-861bf166f34eeaa24f670bdf2ce44c21,23491,,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Lottery,Arts and Older People,Northern Visions Ltd.,Lottery grant to Northern Visions Ltd. (2014-2015),GB-ACNI-850303c8dc9868c9d87fe45af7a2dda4,15000,,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Lottery,Arts and Older People,Oh Yeah Music Centre,Lottery grant to Oh Yeah Music Centre (2014-2015),GB-ACNI-7bea8cb4f5ab573a6d4a20932b403a3e,20000,,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Lottery,Arts and Older People,South Lough Neagh Regeneration Association,Lottery grant to South Lough Neagh Regeneration Association (2014-2015),GB-ACNI-adc3224f41aca88733fecb9c1b2d3875,8470,,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Lottery,Arts and Older People,Streetwise Community Circus Workshops,Lottery grant to Streetwise Community Circus Workshops (2014-2015),GB-ACNI-e9dd160fcfe420a39534abec58640fd5,15000,,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Lottery,Arts and Older People,Verbal Arts Centre,Lottery grant to Verbal Arts Centre (2014-2015),GB-ACNI-61ea9be6309127972ff32ba838dfac0b,15000,,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Exchequer,Arts Development Fund,Belfast Festival at Queen's,Exchequer grant to Belfast Festival at Queen's (2014-2015),GB-ACNI-28ca12a94e9321a04f639de6005be603,50000,,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Exchequer,Arts Development Fund,Belfast Festival at Queen's,Exchequer grant to Belfast Festival at Queen's (2014-2015),GB-ACNI-28ca12a94e9321a04f639de6005be603,5000,,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Exchequer,Arts Development Fund,Brassneck Theatre Company,Exchequer grant to Brassneck Theatre Company (2014-2015),GB-ACNI-74343abc1be8c9cbfe2d19abc4b11f45,9800,,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Exchequer,Arts Development Fund,Brian Irvine,Exchequer grant to Brian Irvine (2014-2015),GB-ACNI-c4408d3e13c26038cbd8ffd05478e629,7500,,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Exchequer,Arts Development Fund,Derry City Council,Exchequer grant to Derry City Council (2014-2015),GB-ACNI-f08ca5bf50e8ddda9104c909deb388a6,25000,,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Exchequer,Arts Development Fund,East Belfast Partnership,Exchequer grant to East Belfast Partnership (2014-2015),GB-ACNI-6c0621ba31c85f1ae7cf607add3c8a7d,1750,,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Exchequer,Arts Development Fund,Golden Thread Gallery,Exchequer grant to Golden Thread Gallery (2014-2015),GB-ACNI-cf9d67f7db4547bacb422b675053c066,10000,,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Exchequer,Arts Development Fund,Golden Thread Gallery,Exchequer grant to Golden Thread Gallery (2014-2015),GB-ACNI-cf9d67f7db4547bacb422b675053c066,9200,,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Exchequer,Arts Development Fund,Happenstance Theatre Company,Exchequer grant to Happenstance Theatre Company (2014-2015),GB-ACNI-5bd7e71d84f44265291527bd3cd7df35,2000,,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Exchequer,Arts Development Fund,Index on Censorship,Exchequer grant to Index on Censorship (2014-2015),GB-ACNI-7e06e9aab7c806a822ea04251916ad77,5000,,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Exchequer,Arts Development Fund,MacGill Summer School,Exchequer grant to MacGill Summer School (2014-2015),GB-ACNI-47108e9406dbe90a26f55eff7de1999a,3000,,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Exchequer,Arts Development Fund,New Belfast Community Arts Initiative T/A Community Arts Partnership,Exchequer grant to New Belfast Community Arts Initiative T/A Community Arts Partnership (2014-2015),GB-ACNI-fb5430250c78b0cad7078880408a941c,10000,,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Exchequer,Arts Development Fund,Oh Yeah Music Centre,Exchequer grant to Oh Yeah Music Centre (2014-2015),GB-ACNI-a851f56ac12cb6fddc8357a73c8846dc,10000,,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Exchequer,Arts Development Fund,POBAL,Exchequer grant to POBAL (2014-2015),GB-ACNI-2733209b048030d767a2bf4df7852a28,4750,,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Exchequer,Arts Development Fund,Royal Society of Ulster Architects (RSUA),Exchequer grant to Royal Society of Ulster Architects (RSUA) (2014-2015),GB-ACNI-25ca956a1d91bdeff0382a422efc9a37,6000,,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Exchequer,Arts Development Fund,The Performing Rights Society Foundation for Music,Exchequer grant to The Performing Rights Society Foundation for Music (2014-2015),GB-ACNI-2c6a6d6a32af9995603ad009ccc78c41,20000,,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Exchequer,Arts Development Fund,The Seamus Heaney Centre for Poetry,Exchequer grant to The Seamus Heaney Centre for Poetry (2014-2015),GB-ACNI-eaf11d1878f750ad0daae8122bf11f0d,4000,,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Exchequer,Arts Development Fund,Ulster Youth Orchestra,Exchequer grant to Ulster Youth Orchestra (2014-2015),GB-ACNI-4e76d6bd915eabfa2a7c9cd4aa2990ce,573.77,,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Lottery,Building,An Gaelaras Ltd,Lottery grant to An Gaelaras Ltd (2014-2015),GB-ACNI-596d56df61e2327763dfaa890c212c5b,25000,,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Lottery,Building,Flaxart Studios,Lottery grant to Flaxart Studios (2014-2015),GB-ACNI-e9efca4a2d0e70dd612305629cbb9b35,7000,,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Lottery,City of Culture - Legacy,Bounce Education,Lottery grant to Bounce Education (2014-2015),GB-ACNI-a55aa783883233714c016bfba789f337,32800,,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Lottery,City of Culture - Legacy,Centre for Contemporary Art Derry - Londonderry,Lottery grant to Centre for Contemporary Art Derry - Londonderry (2014-2015),GB-ACNI-010ba0eae01b3b5eb922f60a6e1fb712,21349,,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Other,City of Culture - Legacy,Creggan Enterprises Limited,Other grant to Creggan Enterprises Limited (2014-2015),GB-ACNI-ebaaded8a1461132631f7ec17a3b711b,44565,,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Lottery,City of Culture - Legacy,Cuman Baire Na Magha Doire,Lottery grant to Cuman Baire Na Magha Doire (2014-2015),GB-ACNI-450176435cb39fc890f775da0e78543e,25540,,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Other,City of Culture - Legacy,Echo Echo Dance Theatre Company,Other grant to Echo Echo Dance Theatre Company (2014-2015),GB-ACNI-f4d6e7c5a6369abd75d4d0864d752d80,28450,,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Other,City of Culture - Legacy,Greater Shantallow Community Arts,Other grant to Greater Shantallow Community Arts (2014-2015),GB-ACNI-263276d3117010846dd12558b7844cef,28280,,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
