Ref No,Identifier,Recipient Org:Name,Title,Amount Awarded,Award Date,Currency,Decision quarter,Area,Beneficiary Location:Name,Description,Funding Org:Identifier,Funding Org:Name,Grant Programme:Title,Data Source,Last modified
25643661,360G-ACE-25643661,SCAN,Internet of Cars - A Distributed Exhibition,"£15,000",03-Dec-13,GBP,Q3,South West,Wiltshire,Visual arts,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
25645942,360G-ACE-25645942,PEACE Trust,Pakistan Cultural Festival,"£14,868",03-Dec-13,GBP,Q3,South West,Southampton,Music,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
25625354,360G-ACE-25625354,InnerSense,Artistic R & D Project at InnerSense,"£14,888",04-Dec-13,GBP,Q3,South East,Wokingham,Combined arts,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
25633022,360G-ACE-25633022,Annie Siddons,R&D and Creation of Raymondo-A new devised play,"£14,905",04-Dec-13,GBP,Q3,South East,Ipswich,Theatre,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
25644594,360G-ACE-25644594,Komedia Productions Ltd,Hijack Children's Festival,"£14,900",04-Dec-13,GBP,Q3,South East,Brighton and Hove,Combined arts,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
25645166,360G-ACE-25645166,Parminder Khela,Romeo and Junaid,"£14,750",04-Dec-13,GBP,Q3,South East,Slough,Theatre,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
25667070,360G-ACE-25667070,Amanda Loomes,SPOIL and FILL,"£7,100",04-Dec-13,GBP,Q3,South East,Mole Valley,Combined arts,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
25667422,360G-ACE-25667422,Jo Brook,Bad Timing presents Monomania,"£14,913",04-Dec-13,GBP,Q3,South East,Cambridge,Combined arts,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
25612793,360G-ACE-25612793,Chris Goode & Company,STAND,"£15,000",04-Dec-13,GBP,Q3,London,Hackney,Theatre,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
25615438,360G-ACE-25615438,Tangled Feet,Care (working title),"£15,000",04-Dec-13,GBP,Q3,London,Islington,Theatre,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
25615533,360G-ACE-25615533,IMT Space Limited,United We/I Stand etc.,"£6,738",04-Dec-13,GBP,Q3,London,Tower Hamlets,Visual arts,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
25619496,360G-ACE-25619496,Martin Jackson,Resident in Maps,"£9,764",04-Dec-13,GBP,Q3,London,Southwark,Literature,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
25622279,360G-ACE-25622279,Grand Union Music Theatre Limited,"Gathering, Trading","£14,970",04-Dec-13,GBP,Q3,London,Tower Hamlets,Music,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
25626141,360G-ACE-25626141,Made In China,Gym Party UK Tour,"£14,950",04-Dec-13,GBP,Q3,London,Hackney,Theatre,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
25635698,360G-ACE-25635698,Franklyn Rodgers,Liverpool Elders,"£14,950",04-Dec-13,GBP,Q3,London,Lambeth,Visual arts,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
25636368,360G-ACE-25636368,Makeda McMillan,Resolution,"£8,990",04-Dec-13,GBP,Q3,London,Waltham Forest,Visual arts,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
25636461,360G-ACE-25636461,Russell Maliphant,Organisational Development Planning,"£8,000",04-Dec-13,GBP,Q3,London,Lambeth,Dance,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
25642947,360G-ACE-25642947,UnA ViA,"Lascia, contemporary circus show","£15,000",04-Dec-13,GBP,Q3,London,Tower Hamlets,Theatre,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
25643630,360G-ACE-25643630,Hubert Essakow,Fire,"£15,000",04-Dec-13,GBP,Q3,London,Lambeth,Dance,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
25646443,360G-ACE-25646443,Amy Rose,Door Into The Dark,"£14,969",04-Dec-13,GBP,Q3,London,Haringey,Combined arts,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
25665039,360G-ACE-25665039,Luke Brown,Writing a novel,"£6,550",04-Dec-13,GBP,Q3,London,Lewisham,Literature,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
25665422,360G-ACE-25665422,LeeFest,LeeFest: Emerging Music and Arts Program,"£14,000",04-Dec-13,GBP,Q3,London,Camden,Combined arts,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
25666220,360G-ACE-25666220,Hurlyburly Theatre,Occupied - new writing theatre production,"£15,000",04-Dec-13,GBP,Q3,London,Bexley,Theatre,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
25627089,360G-ACE-25627089,Chemaine Cooke,Maho Bradford,"£15,000",04-Dec-13,GBP,Q3,North,Bradford,Combined arts,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
25639105,360G-ACE-25639105,Canopy,Feast of the Farewells,"£14,140",04-Dec-13,GBP,Q3,North,Calderdale,Combined arts,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
25643750,360G-ACE-25643750,Chanje Kunda,Professional Development and Producer Support,"£12,097",04-Dec-13,GBP,Q3,North,Manchester,Theatre,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
25646086,360G-ACE-25646086,Rob Johnston,An Extraordinary Light,"£7,123",04-Dec-13,GBP,Q3,North,Trafford,Theatre,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
25646465,360G-ACE-25646465,Ciaran McAuley Magee,Patterns & The Manchester Community Choir,"£1,500",04-Dec-13,GBP,Q3,North,Manchester,Music,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
25646507,360G-ACE-25646507,Printfest,Printfest 2014 and 2015,"£14,950",04-Dec-13,GBP,Q3,North,Barrow-in-Furness,Visual arts,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
25666324,360G-ACE-25666324,Elizabeth Patch,Punching The Sky,"£14,990",04-Dec-13,GBP,Q3,North,Ryedale,Theatre,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
25666452,360G-ACE-25666452,Elly Clarke,The George Richmond Portrait Project,"£14,974",09-Dec-13,GBP,Q3,Midlands,Birmingham,Visual arts,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
25670302,360G-ACE-25670302,JASON WILSHER-MILLS,Not too Shoddy,"£17,500",09-Dec-13,GBP,Q3,Midlands,North Kesteven,Combined arts,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
25673340,360G-ACE-25673340,Swansea City Opera,The Marriage of Figaro 2014,"£14,000",09-Dec-13,GBP,Q3,Other,Other,Music,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
25685263,360G-ACE-25685263,Little Pixie Productions,What Became of the Red Shoes?,"£8,650",09-Dec-13,GBP,Q3,Midlands,Derby,Theatre,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
25376406,360G-ACE-25376406,GETINTHEBACKOFTHEVAN,"Spring/Summer tour, R&D, mentoring scheme, OD","£48,663",09-Dec-13,GBP,Q3,South East,Colchester,Theatre,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
25384448,360G-ACE-25384448,HOUSE Festival Limited,HOUSE 2014,"£88,000",09-Dec-13,GBP,Q3,South East,Brighton and Hove,Visual arts,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
25424817,360G-ACE-25424817,The Company,Montfort's March,"£23,305",09-Dec-13,GBP,Q3,South East,Lewes,Theatre,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
25428471,360G-ACE-25428471,Ruskin School of Drawing & Fine Art,Magna Carta 800 Anniversary Commission,"£50,000",09-Dec-13,GBP,Q3,South East,Oxford,Visual arts,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
25549085,360G-ACE-25549085,Suzie Birchwood,Double Bill by Arc Dance,"£29,000",09-Dec-13,GBP,Q3,South East,St Albans,Dance,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
25441432,360G-ACE-25441432,Institute of Composing/Club Inegales,A new ecology for new music,"£49,700",10-Dec-13,GBP,Q3,London,Hillingdon,Music,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
25475419,360G-ACE-25475419,World Heart Beat Music Academy,Cascade Talent Development Programme,"£99,800",10-Dec-13,GBP,Q3,London,Wandsworth,Music,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
25493181,360G-ACE-25493181,HeadSpaceDance,HeadSpaceDance new programme and tour 2014,"£30,880",10-Dec-13,GBP,Q3,London,Kingston upon Thames,Dance,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
25513620,360G-ACE-25513620,The Yard Theatre Ltd,Organisational Development of The Yard Theatre,"£60,000",10-Dec-13,GBP,Q3,London,Tower Hamlets,Theatre,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
25516221,360G-ACE-25516221,Wandsworth Borough Council,New commissions for Wandsworth Arts Festival 2014,"£35,000",10-Dec-13,GBP,Q3,London,Wandsworth,Combined arts,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
25524477,360G-ACE-25524477,Camden People's Theatre,CPT@20,"£37,520",10-Dec-13,GBP,Q3,London,Camden,Theatre,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
25530505,360G-ACE-25530505,Asia House,2014 Asia House Festival of Asian Literature,"£25,850",10-Dec-13,GBP,Q3,London,Westminster,Literature,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
25545381,360G-ACE-25545381,Enitharmon Press,One-year publishing programme,"£75,910",10-Dec-13,GBP,Q3,London,Camden,Literature,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
25549670,360G-ACE-25549670,Mama Quilla Productions,THE SINGING STONES,"£49,738",10-Dec-13,GBP,Q3,London,Wandsworth,Theatre,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
25550303,360G-ACE-25550303,Theatre503,Organisational Development 2014,"£41,393",10-Dec-13,GBP,Q3,London,Wandsworth,Theatre,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
25418818,360G-ACE-25418818,Nottingham Writers' Studio,Nottingham Writers' Studio 2014-2016,"£65,077",10-Dec-13,GBP,Q3,Midlands,Nottingham,Literature,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
25423260,360G-ACE-25423260,Fishmarket,Northampton Multiverse,"£65,000",10-Dec-13,GBP,Q3,Midlands,Northampton,Visual arts,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
25430659,360G-ACE-25430659,Derwent Valley Mills World Heritage Site,Derwent Pulse,"£135,000",10-Dec-13,GBP,Q3,Midlands,Derbyshire Dales,Combined arts,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
25667923,360G-ACE-25667923,Exmouth Town Council,Exmouth Festival 2014,"£11,900",10-Dec-13,GBP,Q3,South West,East Devon,Combined arts,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
25668748,360G-ACE-25668748,Compass Film CIC,The Caligari Experience,"£14,292",10-Dec-13,GBP,Q3,South West,"Bristol, City of",Combined arts,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
25669278,360G-ACE-25669278,Susan Kinley,Research and Development for new exhibition work,"£14,875",10-Dec-13,GBP,Q3,South West,Cornwall,Visual arts,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
25669343,360G-ACE-25669343,University of Winchester,Playing for Time Theatre Company Prison Theatre WW1,"£11,600",10-Dec-13,GBP,Q3,South West,Winchester,Theatre,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
25671187,360G-ACE-25671187,Still House,Ours Was the Fen Country Spring 2014 tour,"£14,984",10-Dec-13,GBP,Q3,South West,"Bristol, City of",Dance,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
25672200,360G-ACE-25672200,Tessa Bide,Research and Development of Arnold's Big Adventure,"£6,955",10-Dec-13,GBP,Q3,South West,"Bristol, City of",Theatre,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
25673634,360G-ACE-25673634,Andy Williamson,I Got Gershwin - A new Jazz Oratorio,"£11,060",10-Dec-13,GBP,Q3,South West,Teignbridge,Music,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
25676182,360G-ACE-25676182,Mean Feet Dance,One Step Forward Dance and Mental Health programme,"£15,418",10-Dec-13,GBP,Q3,South West,Mendip,Dance,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
25676894,360G-ACE-25676894,Promenade Promotions (Prom-Prom) Limited,The Raree Man & Peepshow,"£14,500",10-Dec-13,GBP,Q3,North,Bradford,Combined arts,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
25669052,360G-ACE-25669052,Stuart Alexander,Crimplene Millionaire theatre show R&D,"£13,478",11-Dec-13,GBP,Q3,South East,Brighton and Hove,Theatre,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
25669671,360G-ACE-25669671,"Rude Mechanical Theatre Co, The",The Lighthouse Keeper's Cat,"£10,000",11-Dec-13,GBP,Q3,South East,Eastbourne,Theatre,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
25669808,360G-ACE-25669808,Lewis Gibson,The Day I Fell Into a Book,"£15,000",11-Dec-13,GBP,Q3,South East,Worthing,Theatre,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
25670055,360G-ACE-25670055,Buckinghamshire County Council,Fire Flight,"£14,000",11-Dec-13,GBP,Q3,South East,Aylesbury Vale,Combined arts,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
25670497,360G-ACE-25670497,Metis Arts,"World Factory, Interim Development","£14,999",11-Dec-13,GBP,Q3,South East,Cambridge,Combined arts,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
25672240,360G-ACE-25672240,"Royal Holloway, University Of London",Science Alternative Village Fete,"£11,000",11-Dec-13,GBP,Q3,South East,Runnymede,Combined arts,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
25676417,360G-ACE-25676417,Lucy Hutson,If you want bigger... / Brittney spears custody..,"£13,694",11-Dec-13,GBP,Q3,South East,Colchester,Theatre,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
25676464,360G-ACE-25676464,Byron Vincent,Talk About Something You Like,"£14,420",11-Dec-13,GBP,Q3,South East,Waveney,Theatre,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
25676780,360G-ACE-25676780,Sian Webber, Research and developement on TROUBLES SEEN,"£7,685",11-Dec-13,GBP,Q3,South East,Brighton and Hove,Theatre,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
25685294,360G-ACE-25685294,Nabokov Ltd,nabokov at VAULT festival 2014,"£15,000",11-Dec-13,GBP,Q3,South East,Watford,Theatre,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
25685480,360G-ACE-25685480,Ian Morgan,Fragments of Clay - Performance,"£13,000",11-Dec-13,GBP,Q3,South East,Wealden,Theatre,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
25688714,360G-ACE-25688714,The Merry Opera Company,Project Finale 2014,"£8,301",11-Dec-13,GBP,Q3,South East,Sevenoaks,Music,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
25689799,360G-ACE-25689799,Cowley Road Works,CUSP:  Creative Underground Signposting Project,"£15,000",11-Dec-13,GBP,Q3,South East,Oxford,Combined arts,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
25690640,360G-ACE-25690640,Hannah De Cancho,'Every Grain' A Tap Dance performance piece,"£15,000",11-Dec-13,GBP,Q3,South East,Cherwell,Dance,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
25391917,360G-ACE-25391917,Skimstone Performance Company Ltd,"Investing in quality, opening up opportunity.","£33,350",11-Dec-13,GBP,Q3,North,Newcastle upon Tyne,Combined arts,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
25463259,360G-ACE-25463259,Arts Centre Washington,Sunderland Stages,"£39,459",11-Dec-13,GBP,Q3,North,Sunderland,Theatre,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
25467756,360G-ACE-25467756,Tmesis Theatre,Physical Fest International Festival and R & D,"£61,946",11-Dec-13,GBP,Q3,North,Liverpool,Theatre,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
25497298,360G-ACE-25497298,Sound City (Liverpool),Liverpool Sound City 2014 transformational change,"£97,000",11-Dec-13,GBP,Q3,North,Liverpool,Music,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
25552771,360G-ACE-25552771,Square Peg Theatre,Icarus,"£23,193",11-Dec-13,GBP,Q3,North,Manchester,Theatre,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
25667549,360G-ACE-25667549,Fylde Borough Council,Reach,"£12,000",11-Dec-13,GBP,Q3,North,Fylde,Visual arts,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
25668884,360G-ACE-25668884,Jenny Harris,Bicylcism - Leeds on Two Wheels,"£6,000",11-Dec-13,GBP,Q3,North,Bradford,Combined arts,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
25669835,360G-ACE-25669835,Sean Linnen,Trainee Artistic Directorship,"£15,000",11-Dec-13,GBP,Q3,North,Trafford,Theatre,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
25670727,360G-ACE-25670727,Stephen Tomlinson,Art project for Children's Services Dept,"£8,930",11-Dec-13,GBP,Q3,North,Hambleton,Visual arts,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
25673377,360G-ACE-25673377,Merseyside Arts Foundation,Young Persons' Arts Film Development Project 2014,"£14,400",11-Dec-13,GBP,Q3,North,Liverpool,Visual arts,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
25676823,360G-ACE-25676823,Merseyside Arts Theatre and Education,Grace and the Sea,"£13,946",11-Dec-13,GBP,Q3,North,Knowsley,Theatre,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
25688740,360G-ACE-25688740,Sound City (Liverpool),New York Sound City 2014,"£14,663",11-Dec-13,GBP,Q3,North,Liverpool,Music,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
25391063,360G-ACE-25391063,University of Exeter,exetreme imagination 2014,"£67,736",11-Dec-13,GBP,Q3,South West,Exeter,Literature,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
25411091,360G-ACE-25411091,Actiontrack Performance Company Ltd,The Whiteball Tunnel Project,"£47,950",11-Dec-13,GBP,Q3,South West,Taunton Deane,Combined arts,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
25445544,360G-ACE-25445544,Bristol Music Trust,Bristol New Music Festival,"£75,000",11-Dec-13,GBP,Q3,South West,"Bristol, City of",Music,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
25447315,360G-ACE-25447315,Bristol City Council,Artists and Bristol 2014,"£55,000",11-Dec-13,GBP,Q3,South West,"Bristol, City of",Not art form specific,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
25452424,360G-ACE-25452424,Gloucester Cathedral,Crucible 2,"£47,873",11-Dec-13,GBP,Q3,South West,Gloucester,Visual arts,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
25639033,360G-ACE-25639033,Vicky Graham Productions,PANGAEA: Research & Development,"£10,029",11-Dec-13,GBP,Q3,London,Westminster,Theatre,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
25639069,360G-ACE-25639069,Vicky Graham Productions,HOUSE OF BLAKEWELL: Research & Development,"£10,639",11-Dec-13,GBP,Q3,London,Westminster,Theatre,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
