Ref No,Identifier,Recipient Org:Name,Title,Amount Awarded,Award Date,Currency,Decision quarter,Area,Beneficiary Location:Name,Description,Funding Org:Identifier,Funding Org:Name,Grant Programme:Title,Data Source,Last modified
25196861,360G-ACE-25196861,Prudence Maltby,Cicatrix,"£14,100",01-Oct-13,GBP,Q3,South West,Wiltshire,Visual arts,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
25200110,360G-ACE-25200110,ArtfulScribe,Archimedes Screw Phase 2,"£11,066",01-Oct-13,GBP,Q3,South West,Southampton,Literature,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
25203852,360G-ACE-25203852,Creative Ecology Wiltshire,Now in Then: Contemporary writing from history,"£14,935",01-Oct-13,GBP,Q3,South West,Wiltshire,Literature,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
25248665,360G-ACE-25248665,Luke Emery,Death & the Ploughman - Arnos Vale/TFT,"£14,817",01-Oct-13,GBP,Q3,South West,"Bristol, City of",Theatre,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
25256531,360G-ACE-25256531,Severnside Composers Alliance,Music on the Edge,"£5,000",01-Oct-13,GBP,Q3,South West,Bath and North East Somerset,Music,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
25257617,360G-ACE-25257617,Near-ta Theatre,24UK re-development/Christmas. Time. national tour,"£6,172",01-Oct-13,GBP,Q3,South West,Cornwall,Theatre,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
24934336,360G-ACE-24934336,Birmingham City University,Frontiers: Birmingham & Downtown New York,"£44,951",02-Oct-13,GBP,Q3,Midlands,Birmingham,Combined arts,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
24939278,360G-ACE-24939278,PILOT,PILOT Nights,"£46,984",02-Oct-13,GBP,Q3,Midlands,Birmingham,Theatre,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
25248417,360G-ACE-25248417,BandBazi,"Hamlet, The Asylum Seeker: Script Development","£14,874",02-Oct-13,GBP,Q3,South East,Brighton and Hove,Theatre,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
25249566,360G-ACE-25249566,Bexhill Museum Ltd,Movers and Shakers; Celebrating our Centenary,"£15,000",02-Oct-13,GBP,Q3,South East,Rother,Theatre,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
25249604,360G-ACE-25249604,Crosspath Theatre,PUFF,"£12,000",02-Oct-13,GBP,Q3,South East,Lewes,Theatre,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
25257213,360G-ACE-25257213,Broken Leg Theatre,Three Generations of Women,"£13,165",02-Oct-13,GBP,Q3,South East,Brighton and Hove,Theatre,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
25187525,360G-ACE-25187525,Jakub Ryniewicz,Precious Little Diamond: Photo Treasure Hunters,"£3,800",02-Oct-13,GBP,Q3,North,Newcastle upon Tyne,Visual arts,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
25192738,360G-ACE-25192738,Cathy Shiel,Macbeth 2013,"£14,610",02-Oct-13,GBP,Q3,North,Manchester,Theatre,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
25194542,360G-ACE-25194542,Thingumajig Theatre,"Research and Development of ""Jellish""","£15,000",02-Oct-13,GBP,Q3,North,Calderdale,Visual arts,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
25194607,360G-ACE-25194607,Linzi Cason,Squirrel & Tiffin Research and Development Grant,"£10,000",02-Oct-13,GBP,Q3,North,Blackpool,Visual arts,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
25196779,360G-ACE-25196779,Rowbot Street CIC,First World War : Images from the Frontline,"£10,000",02-Oct-13,GBP,Q3,North,Hyndburn,Visual arts,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
25248644,360G-ACE-25248644,Tynemouth World War 1 Commemoration Project,Stage Play: Death at Dawn,"£11,000",02-Oct-13,GBP,Q3,North,North Tyneside,Theatre,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
25256072,360G-ACE-25256072,University of Chester,Memories of a Lost Shark,"£1,200",02-Oct-13,GBP,Q3,North,Cheshire West and Chester,Visual arts,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
25256491,360G-ACE-25256491,University of Bradford,Repositioning Gallery II: Development Strategy,"£15,000",02-Oct-13,GBP,Q3,North,Bradford,Visual arts,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
25257003,360G-ACE-25257003,Company TSU Ltd,Beats North,"£15,000",02-Oct-13,GBP,Q3,North,Middlesbrough,Theatre,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
25258307,360G-ACE-25258307,The Threepenny Festival Association,The Threepenny Festival,"£9,673",02-Oct-13,GBP,Q3,North,Tameside,Combined arts,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
25260203,360G-ACE-25260203,Castle Community Network,The World's Smallest Literature Festival (WSLF),"£2,900",02-Oct-13,GBP,Q3,North,Scarborough,Not art form specific,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
25273069,360G-ACE-25273069,Rollercoastival Steering Group,Rollercoastival Children's Storytelling Festival,"£8,400",02-Oct-13,GBP,Q3,North,Scarborough,Literature,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
24912803,360G-ACE-24912803,Emma Dunn,Northumbriana-rural tour,"£52,228",02-Oct-13,GBP,Q3,North,Northumberland,Dance,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
24994331,360G-ACE-24994331,Marketing Blackpool,Showzam! 2014,"£99,000",02-Oct-13,GBP,Q3,North,Blackpool,Combined arts,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
25192711,360G-ACE-25192711,Karen Whiteread,PramDepot,"£13,000",02-Oct-13,GBP,Q3,London,Haringey,Visual arts,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
25196065,360G-ACE-25196065,Glen Neath,Fiction,"£15,000",02-Oct-13,GBP,Q3,London,Wandsworth,Theatre,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
25251357,360G-ACE-25251357,Chris Burgess,Workshop/reading of new musical - GET THAT BEAT,"£5,450",02-Oct-13,GBP,Q3,London,Haringey,Theatre,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
25252965,360G-ACE-25252965,John Lawrence,Touring After/Hours/Drop/Box exhibition,"£12,000",02-Oct-13,GBP,Q3,London,Hackney,Visual arts,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
25254423,360G-ACE-25254423,Rhum and Clay Theatre Company,Rhum and Clay's Autumn Development,"£13,925",02-Oct-13,GBP,Q3,London,Brent,Not art form specific,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
25254467,360G-ACE-25254467,Czech Centre,European Literature Night 2014,"£12,450",02-Oct-13,GBP,Q3,London,Westminster,Literature,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
25256040,360G-ACE-25256040,Uncertain States,Uncertain States Contemporary Lens Based Art,"£9,580",02-Oct-13,GBP,Q3,London,Haringey,Visual arts,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
25256437,360G-ACE-25256437,Vulpes Vulpes,The Abilene Paradox: Abilene/Vulpes Exchange Pt II,"£2,089",02-Oct-13,GBP,Q3,London,Southwark,Visual arts,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
25264409,360G-ACE-25264409,Laura Braun,Selling and Making (working title),"£7,740",02-Oct-13,GBP,Q3,London,Islington,Visual arts,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
25384505,360G-ACE-25384505,Africa Express Limited,Africa Express Mali 2013,"£12,000",02-Oct-13,GBP,Q3,London,Westminster,Music,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
25279693,360G-ACE-25279693,Creative Shift Ltd,Making More (Sustainable) Outdoor Arts,"£13,800",07-Oct-13,GBP,Q3,Midlands,Birmingham,Not art form specific,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
25280988,360G-ACE-25280988,Catherine Edwards,Capital Theatre Festival,"£12,880",07-Oct-13,GBP,Q3,Midlands,Birmingham,Theatre,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
25293674,360G-ACE-25293674,Sian Stammers,'By The Way',"£1,025",07-Oct-13,GBP,Q3,Midlands,Rushcliffe,Literature,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
25294026,360G-ACE-25294026,Diane Wiltshire,Can you catch well -being? Sentiment Gathering Art.,"£10,800",07-Oct-13,GBP,Q3,Midlands,Birmingham,Visual arts,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
25294317,360G-ACE-25294317,Carole Baugh,Art History:Social Sculpture,"£6,206",07-Oct-13,GBP,Q3,Midlands,Derbyshire Dales,Visual arts,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
25289136,360G-ACE-25289136,Lakeland Arts,NOVATED GRANT - see URN 19112090 ,"£4,500",08-Oct-13,GBP,Q3,North,South Lakeland,Visual arts,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
25279842,360G-ACE-25279842,Joshua Uvieghara,A Constable Firmament,"£4,330",09-Oct-13,GBP,Q3,South East,Brighton and Hove,Not art form specific,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
25283444,360G-ACE-25283444,Guildford Shakespeare Company Trust Ltd,Othello and associated events,"£15,000",09-Oct-13,GBP,Q3,South East,Guildford,Theatre,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
25284815,360G-ACE-25284815,Victoria Field,BENSON - script development & presentation,"£10,049",09-Oct-13,GBP,Q3,South East,Canterbury,Theatre,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
25287187,360G-ACE-25287187,1000 Degrees,1000 Degrees,"£12,850",09-Oct-13,GBP,Q3,South East,Broadland,Visual arts,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
25287696,360G-ACE-25287696,Lee Westwood,Patterns of Music - Creative R and D,"£15,000",09-Oct-13,GBP,Q3,South East,Brighton and Hove,Music,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
25293515,360G-ACE-25293515,Marilyn Stafford,Marilyn Stafford photographer,"£9,973",09-Oct-13,GBP,Q3,South East,Adur,Not art form specific,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
25302154,360G-ACE-25302154,Des Gould,Unsustainable Cities?,"£7,140",09-Oct-13,GBP,Q3,South East,Dacorum,Visual arts,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
25302699,360G-ACE-25302699,Bethan Troakes,Draw:24,"£2,153",09-Oct-13,GBP,Q3,South East,Brighton and Hove,Visual arts,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
25307303,360G-ACE-25307303,Changing Spaces (Cambridge) Ltd.,Pop-up galleries & exhibitions,"£14,999",09-Oct-13,GBP,Q3,South East,Cambridge,Visual arts,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
25270418,360G-ACE-25270418,Viva Voce,Viva Voce Residency,"£12,972",09-Oct-13,GBP,Q3,South West,Exeter,Theatre,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
25273121,360G-ACE-25273121,Anna Saunders,CHELTENHAM POETRY FESTIVAL,"£5,000",09-Oct-13,GBP,Q3,South West,Cheltenham,Literature,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
25282096,360G-ACE-25282096,Kala Chethena Kathakali Company,OPEN DOOR,"£8,300",09-Oct-13,GBP,Q3,South West,Southampton,Not art form specific,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
25286857,360G-ACE-25286857,Matthew Grover,Dark Garden: Heard With A Different Voice,"£8,432",09-Oct-13,GBP,Q3,South West,Winchester,Visual arts,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
25290989,360G-ACE-25290989,Chelsey Flood,The Drowning Machine,"£7,020",09-Oct-13,GBP,Q3,South West,"Bristol, City of",Literature,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
25292983,360G-ACE-25292983,The Redruth Christmas Events Group,The Redruth Winter Festival Project,"£10,000",09-Oct-13,GBP,Q3,South West,Cornwall,Not art form specific,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
25293755,360G-ACE-25293755,Jan Thorn,"Maskelyne, Cheltenham's Master Magician","£10,552",09-Oct-13,GBP,Q3,South West,Gloucester,Theatre,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
25378596,360G-ACE-25378596,The Abyss Theatre Company,LUCIFER SAVED TOUR 2014,"£15,000",09-Oct-13,GBP,Q3,South West,South Hams,Theatre,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
25271979,360G-ACE-25271979,Victoria Lucas,Castle Market Art Residency,"£5,000",09-Oct-13,GBP,Q3,North,Sheffield,Visual arts,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
25273012,360G-ACE-25273012,The Creative Seed,Light Fantastic,"£14,944",09-Oct-13,GBP,Q3,North,South Tyneside,Combined arts,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
25280279,360G-ACE-25280279,Grimsby Minster,Peter & the Wolf workshops/performance,"£5,600",09-Oct-13,GBP,Q3,North,North East Lincolnshire,Music,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
25286814,360G-ACE-25286814,Aaron Guy,Shift,"£5,855",09-Oct-13,GBP,Q3,North,Newcastle upon Tyne,Visual arts,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
25290876,360G-ACE-25290876,Helen Limon,Bespoke(n),"£6,390",09-Oct-13,GBP,Q3,North,Northumberland,Combined arts,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
