Ref No,Identifier,Recipient Org:Name,Title,Amount Awarded,Currency,Award Date,Decision quarter,Area,Beneficiary Location:Name,Main art form,Funding Org:Identifier,Funding Org:Name,Grant Programme:Title,Data Source,Last modified
24799622,360G-ACE-24799622,Mat Fraser,Beauty and the Beast,76454,GBP,2013-07-24,Q2,London,Lambeth,Theatre,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
24954505,360G-ACE-24954505,Turning Point South West t/a Visual Arts South West,Strengthening the Visual Art Sector,74935,GBP,2013-07-26,Q2,South West,Stroud,Visual arts,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
24794152,360G-ACE-24794152,Susan Davis,Double Booked tour (theatre),1059,GBP,2013-08-05,Q2,Midlands,Stratford-on-Avon,Not art form specific,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
24798376,360G-ACE-24798376,Graham Keddie,One Hour,7153,GBP,2013-08-05,Q2,Midlands,Kettering,Visual arts,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
24798988,360G-ACE-24798988,Walsall Museum,Tat Man Tales,12277,GBP,2013-08-05,Q2,Midlands,Walsall,Theatre,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
24799145,360G-ACE-24799145,Ben Waddington,Still Walking,8855,GBP,2013-08-05,Q2,Midlands,Birmingham,Not art form specific,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
24804288,360G-ACE-24804288,Miriam Keye,Quick Shifts Artist Development 2013-4,14370,GBP,2013-08-05,Q2,Midlands,Nottingham,Dance,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
24804345,360G-ACE-24804345,Timothy Wilson,Gallerycamp 2013,3932,GBP,2013-08-05,Q2,Midlands,Walsall,Not art form specific,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
24815516,360G-ACE-24815516,Friends Of Whitchurch (Shropshire) Heritage,Sir Edward German Music Festival 2014,13000,GBP,2013-08-05,Q2,Midlands,Shropshire,Music,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
24831958,360G-ACE-24831958,Michelle Vacciana,Journey Cakes,8940,GBP,2013-08-05,Q2,Midlands,Nottingham,Theatre,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
24835726,360G-ACE-24835726,Derbyshire County Council,Tapton Lock Celebration,5370,GBP,2013-08-05,Q2,Midlands,Chesterfield,Not art form specific,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
24838461,360G-ACE-24838461,Derbyshire City & County Music Service,Buxton Festival Tutti Project,3530,GBP,2013-08-05,Q2,Midlands,Derbyshire Dales,Music,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
24786167,360G-ACE-24786167,PapaTango Theatre Company,Papatango New Writing Prize 2013,15000,GBP,2013-08-06,Q2,London,Hackney,Theatre,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
24786793,360G-ACE-24786793,Association of British Calypsonians Ltd,The ABC's World Music Stage,15000,GBP,2013-08-06,Q2,London,Kensington and Chelsea,Music,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
24793580,360G-ACE-24793580,Rosemary Butcher,Reclaiming the Past,15000,GBP,2013-08-06,Q2,London,Hammersmith and Fulham,Dance,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
24793740,360G-ACE-24793740,Morag Keil,Creative Opportunities for Women and Children,5000,GBP,2013-08-06,Q2,London,Hackney,Visual arts,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
24798353,360G-ACE-24798353,Janine Francois,Re-Introducing Oshun (October 2013),5084,GBP,2013-08-06,Q2,London,Waltham Forest,Theatre,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
24798797,360G-ACE-24798797,Les Petits Theatre Company,LES PETITS' CAPTAIN FLINN AND THE PIRATE DINOSAURS,13614,GBP,2013-08-06,Q2,London,Enfield,Not art form specific,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
24799242,360G-ACE-24799242,V22 Foundation,Young London 2013,15000,GBP,2013-08-06,Q2,London,Hackney,Visual arts,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
24799563,360G-ACE-24799563,Legion TV,Legion TV (Grants for the Arts),9913,GBP,2013-08-06,Q2,London,Hackney,Visual arts,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
24801951,360G-ACE-24801951,Brian Phillips,The Five Labours of Harvey Fish,9848,GBP,2013-08-06,Q2,London,Lewisham,Not art form specific,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
24804474,360G-ACE-24804474,Nelly Ben Hayoun,Disaster Playground R&D Phase,10000,GBP,2013-08-06,Q2,London,Islington,Combined arts,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
24805855,360G-ACE-24805855,Hackney Music Development Trust,Trench Brothers,15000,GBP,2013-08-06,Q2,London,Enfield,Music,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
24807188,360G-ACE-24807188,Jamie Hadley,blood on the streets (stage one),5690,GBP,2013-08-06,Q2,London,Hackney,Visual arts,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
24808907,360G-ACE-24808907,Derek Bond,Microcosm by Matt Hartley,12466,GBP,2013-08-06,Q2,London,Waltham Forest,Theatre,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
24811738,360G-ACE-24811738,Melissa Liyuwork Sheway Lust,The New Commandments,3500,GBP,2013-08-06,Q2,London,Hackney,Not art form specific,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
24815832,360G-ACE-24815832,Alesandra Seutin,Ceci n'est pas Noire,3669,GBP,2013-08-06,Q2,London,Haringey,Dance,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
24822569,360G-ACE-24822569,Michelle Houston,Practice and Research Residency at Nida Art Colony,4770,GBP,2013-08-06,Q2,London,Hackney,Not art form specific,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
24828537,360G-ACE-24828537,The Deaf and Hearing Ensemble,Roots (working title),14033,GBP,2013-08-06,Q2,London,Newham,Theatre,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
24831979,360G-ACE-24831979,Julia Bird,Jaybird Live Lit Organisation Development / R&D,11500,GBP,2013-08-06,Q2,London,Wandsworth,Literature,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
24832098,360G-ACE-24832098,Patrizia Paolini,"Phantasmagoria - Development, future opportunities",10628,GBP,2013-08-06,Q2,London,Hackney,Theatre,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
24835576,360G-ACE-24835576,Arun Ghosh,A Handful of Dust,9750,GBP,2013-08-06,Q2,London,Croydon,Combined arts,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
24839879,360G-ACE-24839879,The Writers Guild Of Great Britain,Stage Writing Development Project,11910,GBP,2013-08-06,Q2,London,Islington,Theatre,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
24839911,360G-ACE-24839911,Jasmin Reif,Londonzoo,13284,GBP,2013-08-06,Q2,London,Southwark,Not art form specific,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
24839964,360G-ACE-24839964,Ancient Mariner Productions Ltd,Collection of Collections,9700,GBP,2013-08-06,Q2,London,Lambeth,Visual arts,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
24852622,360G-ACE-24852622,Lee Smikle,SYD Research & Development and Promotional Project,14427,GBP,2013-08-06,Q2,London,Southwark,Dance,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
24852674,360G-ACE-24852674,Ann Roden,Doonreagan,11400,GBP,2013-08-06,Q2,London,Kensington and Chelsea,Not art form specific,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
24785957,360G-ACE-24785957,Sarah Stovell,Write my fourth novel,5000,GBP,2013-08-07,Q2,North,Northumberland,Literature,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
24786108,360G-ACE-24786108,Andrea Ashworth,Mentoring,1350,GBP,2013-08-07,Q2,North,Harrogate,Literature,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
24791511,360G-ACE-24791511,Working Title Artists Collective,Knit a Year in Halton,10000,GBP,2013-08-07,Q2,North,Cheshire West and Chester,Visual arts,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
24794456,360G-ACE-24794456,Gerry Turvey,BodyStories 2 (reapplication,14000,GBP,2013-08-07,Q2,North,Leeds,Not art form specific,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
24796341,360G-ACE-24796341,Graham Roberts,Runs on the Board,8500,GBP,2013-08-07,Q2,North,Wakefield,Combined arts,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
24800261,360G-ACE-24800261,Steve Messam,Tangled R&D for the Forest of Bowland,9000,GBP,2013-08-07,Q2,North,Eden,Visual arts,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
24807219,360G-ACE-24807219,House of Suarez,Organisational Development for House of Suarez,14150,GBP,2013-08-07,Q2,North,Liverpool,Dance,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
24808832,360G-ACE-24808832,Scott Young,Weather to Fly,12500,GBP,2013-08-07,Q2,North,Darlington,Theatre,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
24815758,360G-ACE-24815758,Carol Mavor,FULL: A Moving Image Portrait,9122,GBP,2013-08-07,Q2,North,Trafford,Visual arts,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
24820791,360G-ACE-24820791,Abbey Walk Gallery,From the Wolds to the Sea - PLAT4rm Pilot,8481,GBP,2013-08-07,Q2,North,North East Lincolnshire,Visual arts,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
24822106,360G-ACE-24822106,Nicki Hobday,Age Concerns,7231,GBP,2013-08-07,Q2,North,Manchester,Theatre,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
24822515,360G-ACE-24822515,Middle Child Theatre,Billy With His Boots On tour,13048,GBP,2013-08-07,Q2,North,"Kingston upon Hull, City of",Theatre,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
24831498,360G-ACE-24831498,Isabel Lima,Double Dutch: a game,8101,GBP,2013-08-07,Q2,North,Newcastle upon Tyne,Theatre,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
24831932,360G-ACE-24831932,Tayo Aluko,The Paul Robeson Art As A Weapon Festival 2013,14194,GBP,2013-08-07,Q2,North,Liverpool,Not art form specific,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
24836339,360G-ACE-24836339,Peter Mountain,Deconstruction and Reconstruction of an Army Tank,11500,GBP,2013-08-07,Q2,North,Manchester,Visual arts,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
24840261,360G-ACE-24840261,Carole Barley,I 0.,14500,GBP,2013-08-07,Q2,North,North Lincolnshire,Visual arts,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
